,text,Username,Timestamp,lenght,location,device,RT,Reply
1247,"#Gangnam Industrial Style #APT campaign targets industrial firms worldwide
https://t.co/V3dviRirD9
#securityaffairs #hacking #malware",securityaffairs,Thu Dec 19 08:41:18 +0000 2019,133,"Napoli, Italy",Mobile device,False,
1248,"RT @securityaffairs: #Gangnam Industrial Style #APT campaign targets industrial firms worldwide
https://t.co/V3dviRirD9
#securityaffairs #h…",CyberSecurityN8,Thu Dec 19 08:41:33 +0000 2019,140,,-,True,
1249,"#Dacls #RAT, the first #Lazarus #malware that targets #Linux devices
https://t.co/1Pz7DcxOlU
#securityaffairs #hacking",securityaffairs,Thu Dec 19 08:41:33 +0000 2019,118,"Napoli, Italy",Mobile device,False,
1250,"iC0dE DECEMBER NEWSLETTER Coming Very Soon --&gt; SUBSCRIBE HERE: https://t.co/QCfa2kLQTN

#programming #coding #hacking #programmer #coder #webdev #appdev #100DaysOfCode #learntocode #CodeNewbie #iC0dE #Java #Python #JavaScript #NodeJS #Angular #reactjs #Vue #php #HTML #CSS https://t.co/a8NdRZ9ewV",iC0dE_,Thu Dec 19 08:41:34 +0000 2019,299,,Mobile device,False,
1251,"RT @iC0dE_: iC0dE DECEMBER NEWSLETTER Coming Very Soon --&gt; SUBSCRIBE HERE: https://t.co/QCfa2kLQTN

#programming #coding #hacking #programm…",xaelbot,Thu Dec 19 08:41:36 +0000 2019,143,Earth,-,True,
1252,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",WhereInTheHex,Thu Dec 19 08:41:38 +0000 2019,140,"Coastal, VA",iPhone,True,
1253,"RT @securityaffairs: Lab test provider #LifeLabs disclose a #databreach that exposed personal info of 15M customers
https://t.co/Sm5i2qTHDi…",CyberSecurityN8,Thu Dec 19 08:41:48 +0000 2019,140,,-,True,
1254,"RT @securityaffairs: #Dacls #RAT, the first #Lazarus #malware that targets #Linux devices
https://t.co/1Pz7DcxOlU
#securityaffairs #hacking",sectest9,Thu Dec 19 08:41:52 +0000 2019,139,"Hyderabad, India",-,True,
1255,"RT @securityaffairs: Lab test provider #LifeLabs disclose a #databreach that exposed personal info of 15M customers
https://t.co/Sm5i2qTHDi…",sectest9,Thu Dec 19 08:41:53 +0000 2019,140,"Hyderabad, India",-,True,
1256,"Microsoft issues an out-of-band update to address SharePoint information disclosure flaw: Microsoft issues an out-of-band update to address SharePoint flaw, tracked as CVE-2019-1491, that could be exploited to obtain sensitive information. Microsoft… https://t.co/T1b0pScVVN",shah_sheikh,Thu Dec 19 08:42:03 +0000 2019,274,"Dubai, United Arab Emirates",-,False,
1257,Microsoft issues an out-of-band update to address SharePoint information disclosure flaw https://t.co/vBTnhXapr4,thedpsadvisors,Thu Dec 19 08:42:04 +0000 2019,112,"Washington, DC",-,False,
1258,"RT @securityaffairs: #Dacls #RAT, the first #Lazarus #malware that targets #Linux devices
https://t.co/1Pz7DcxOlU
#securityaffairs #hacking",LlnuxBot,Thu Dec 19 08:42:07 +0000 2019,139,Raspberry Pi,Bot,True,
1259,"This man came and sat next to me smelling raw, hacking his phlegm and yawning without covering his mouth. How can you behave like that in public. Tramp.",ChynaLee_,Thu Dec 19 08:42:10 +0000 2019,152,"London, England",iPhone,False,
1260,RT @brainsmoke: I have retroactively fixed everybody's complaint about movie hacking/reverse engineering not being realistic. #hexdumpinsty…,RevHardt,Thu Dec 19 08:42:12 +0000 2019,140,,Android,True,
1261,RT @shah_sheikh: Microsoft issues an out-of-band update to address SharePoint information disclosure flaw: Microsoft issues an out-of-band…,DTS_Solution,Thu Dec 19 08:42:32 +0000 2019,139,"Dubai, UAE",-,True,
1262,bruh these motherfuckers on arsenal were hacking then talked shit to me because i bought vip. like suck my ass? atleast i dont hack you fucking s p e d s,SteamPvnkFox,Thu Dec 19 08:42:44 +0000 2019,153,,Mobile device,False,
1263,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",elt_underg,Thu Dec 19 08:42:44 +0000 2019,140,HK,iPhone,True,
1264,"RT @Sonic_Hedgeblog: Tails smashes Honey, from the arcade version of ‘Fighting Vipers’, accessed via hacking. https://t.co/MREGKagYeP https…",deden_neee,Thu Dec 19 08:42:48 +0000 2019,140,カントー地方 ,iPhone,True,
1265,"Who says everything Trump touches dies? These WH people aren't brain dead, not at all.",Cajsa,Thu Dec 19 08:42:52 +0000 2019,86,Second Life,Mobile device,False,
1266,RT @brainsmoke: I have retroactively fixed everybody's complaint about movie hacking/reverse engineering not being realistic. #hexdumpinsty…,LE4dGOLEM,Thu Dec 19 08:43:10 +0000 2019,140,(England|Wales),Mobile device,True,
1267,"RT @thecybermentor: (6/?) On to the hacking. Again, you need a good foundation to start.  I'm going to be biased here and recommend my 15 h…",KAS_stoner,Thu Dec 19 08:43:18 +0000 2019,140,,iPhone,True,
1268,"RT @securityaffairs: #Gangnam Industrial Style #APT campaign targets industrial firms worldwide
https://t.co/V3dviRirD9
#securityaffairs #h…",D3m0A,Thu Dec 19 08:43:19 +0000 2019,140,West Coast PSB R&D ,Mobile device,True,
1269,Cars run on data. What does your car know about you?  #hacking #cars #data #automotive https://t.co/C7Hwlac1eI,Alavesa,Thu Dec 19 08:43:22 +0000 2019,110,"Helsinki, Suomi",Web,False,
1270,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",DonnaJHamilton,Thu Dec 19 08:43:44 +0000 2019,140,,Android,True,
1271,"CTIN_Global: RT securityaffairs ""Lab test provider #LifeLabs disclose a #databreach that exposed personal info of 15M customers..
https://t.co/hfLfnpUsC5
#securityaffairs #hacking #databreach""",JoinInst,Thu Dec 19 08:44:12 +0000 2019,192,National & International,-,False,
1272,"CTIN_Global: RT securityaffairs ""#Gangnam Industrial Style #APT campaign targets industrial firms worldwide
https://t.co/Eq9PgtFGDK
#securityaffairs #hacking #malware""",JoinInst,Thu Dec 19 08:44:12 +0000 2019,167,National & International,-,False,
1273,"CTIN_Global: RT securityaffairs ""#Dacls #RAT, the first #Lazarus #malware that targets #Linux devices
https://t.co/MXsTR0VHwc
#securityaffairs #hacking .""",JoinInst,Thu Dec 19 08:44:12 +0000 2019,154,National & International,-,False,
1274,"CTIN_Global: RT securityaffairs ""A #WhatsApp bug could have allowed crashing of all group members...
https://t.co/E61aL9PTst
#securityaffairs #hacking""",JoinInst,Thu Dec 19 08:44:13 +0000 2019,151,National & International,-,False,
1275,"CTIN_Global: RT securityaffairs ""#TPLink Archer routers allow remote takeover without passwords...
https://t.co/YaFr747UEQ
#securityaffairs #hacking""",JoinInst,Thu Dec 19 08:44:13 +0000 2019,149,National & International,-,False,
1276,"CTIN_Global: RT securityaffairs ""MalwarePatrol Malwageddon TrendMicroItaly TrendMicroRSRCH TrendMicro TrendMicroUK trendmicro_jp #TrendMicro observed notable #malware activity associated with the #Momentum #Botnet
https://t.co/QV7Terwwgk
#securityaffairs #hacking #malware""",JoinInst,Thu Dec 19 08:44:14 +0000 2019,273,National & International,-,False,
1277,"RT @thecybermentor: (1/?) How to become an ethical hacker, without spending a dollar.  A short novel:

If you're new to the field of ethica…",ckacldk,Thu Dec 19 08:44:14 +0000 2019,140,Australia,Android,True,
1278,"CTIN_Global: RT securityaffairs ""_odisseus #TrendMicro observed notable #malware activity associated with the #Momentum #Botnet
https://t.co/QV7Terwwgk
#securityaffairs #hacking #malware""",JoinInst,Thu Dec 19 08:44:14 +0000 2019,187,National & International,-,False,
1279,"CTIN_Global: RT securityaffairs ""Flaws in Acer and ASUS pre-installed software could lead to arbitrary code execution..
https://t.co/aZBeMf4j1u
#securityaffairs #hacking""",JoinInst,Thu Dec 19 08:44:15 +0000 2019,170,National & International,-,False,
1280,"RT @CNBC: Automated hacking, deepfakes are going to be major cybersecurity threats in 2020 https://t.co/rzBr5XDftZ",SamirMujovic,Thu Dec 19 08:44:15 +0000 2019,114,Bosnia and Herzegovina,Android,True,
1281,"CTIN_Global: RT securityaffairs ""Lab test provider #LifeLabs disclose a #databreach that exposed personal info of 15M customers
https://t.co/hfLfnpCRdv
#securityaffairs #hacking #databreach""",JoinInst,Thu Dec 19 08:44:15 +0000 2019,190,National & International,-,False,
1282,"CTIN_Global: RT securityaffairs ""#Gangnam Industrial Style #APT campaign targets industrial firms worldwide.
https://t.co/Eq9PgtFGDK
#securityaffairs #hacking #malware""",JoinInst,Thu Dec 19 08:44:16 +0000 2019,168,National & International,-,False,
1283,"CTIN_Global: RT securityaffairs ""#Dacls #RAT, the first #Lazarus #malware that targets #Linux devices
https://t.co/MXsTR0VHwc
#securityaffairs #hacking ...""",JoinInst,Thu Dec 19 08:44:16 +0000 2019,156,National & International,-,False,
1284,"CTIN_Global: RT securityaffairs ""A #WhatsApp bug could have allowed crashing of all group members _
https://t.co/E61aL9PTst
#securityaffairs #hacking""",JoinInst,Thu Dec 19 08:44:17 +0000 2019,150,National & International,-,False,
1285,"CTIN_Global: RT securityaffairs ""#TPLink Archer routers allow remote takeover without passwords
https://t.co/YaFr747UEQ
#securityaffairs #hacking""",JoinInst,Thu Dec 19 08:44:18 +0000 2019,146,National & International,-,False,
1286,"CTIN_Global: RT securityaffairs ""BSI_Bund certbund #Emotet distributed with emails posing as German authorities, #BSI warns
https://t.co/0QD1ysXurP
#securityaffairs #hacking #malware MalwarePatrol Malwageddon""",JoinInst,Thu Dec 19 08:44:18 +0000 2019,209,National & International,-,False,
1287,"CTIN_Global: RT securityaffairs ""#Emotet distributed with emails posing as German authorities, #BSI warns
https://t.co/0QD1ysXurP
#securityaffairs #hacking #malware""",JoinInst,Thu Dec 19 08:44:19 +0000 2019,165,National & International,-,False,
1288,"RT @UE_UpperEchelon: Holy shit... players in Fallout 76 are now hacking in, spawning Fallout 4 assets that are contained within the engine,…",WombatSocho,Thu Dec 19 08:44:19 +0000 2019,140,"Las Vegas, NV",Android,True,
1289,"Lol, our little dotless ı has a purpose for the first time.
https://t.co/7EQQtjHxQi",moreincode,Thu Dec 19 08:44:27 +0000 2019,83,"Edmonton, Alberta",Mobile device,False,
1290,RT @brainsmoke: I have retroactively fixed everybody's complaint about movie hacking/reverse engineering not being realistic. #hexdumpinsty…,CometMedal,Thu Dec 19 08:44:29 +0000 2019,140,CAPTAIN BYTE || HE/HIM 🏳️‍⚧️,Mobile device,True,
1291,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",BMXStyles,Thu Dec 19 08:44:31 +0000 2019,140,"Los Angeles, CA",iPad,True,
1292,RT @helpnetsecurity: Hacking and malware cause 75% of all data breaches in the financial services industry - https://t.co/2Mlo10AJTR - @bit…,cybersec_feeds,Thu Dec 19 08:44:35 +0000 2019,140,Internet,-,True,
1293,"RT @thecybermentor: (1/?) How to become an ethical hacker, without spending a dollar.  A short novel:

If you're new to the field of ethica…",9elumi,Thu Dec 19 08:44:41 +0000 2019,140,"Toronto, Ontario",iPhone,True,
1294,RT @brainsmoke: I have retroactively fixed everybody's complaint about movie hacking/reverse engineering not being realistic. #hexdumpinsty…,murtikano,Thu Dec 19 08:44:43 +0000 2019,140,,Mobile device,True,
1295,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",CommRead,Thu Dec 19 08:44:46 +0000 2019,140,,Android,True,
1296,"RT @DancesWithLeos: “Do you hear that? That’s the sound of ME, hacking into YOUR accounts and really finding out some of your TEA.” -@joann…",Brooklyn_zkx,Thu Dec 19 08:44:47 +0000 2019,140,,iPhone,True,
1297,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",embiter01,Thu Dec 19 08:44:59 +0000 2019,140,,iPhone,True,
1298,RT @helpnetsecurity: Hacking and malware cause 75% of all data breaches in the financial services industry - https://t.co/2Mlo10AJTR - @bit…,wynandbooysen,Thu Dec 19 08:45:02 +0000 2019,140,South Africa,-,True,
1299,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",8ijh4gVbqFso5AB,Thu Dec 19 08:45:07 +0000 2019,140,,Android,True,
1300,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",TedTurnau,Thu Dec 19 08:45:09 +0000 2019,140,"Prague, Czech Republic",Mobile device,True,
1301,"RT @thecybermentor: (9/?) An important part of hacking is learning from others.  If you're doing hackthebox, try to learn from a team.  The…",KAS_stoner,Thu Dec 19 08:45:10 +0000 2019,140,,iPhone,True,
1302,What is partial hacking by the way. I am an enginee and don't understand this,IndianTirangaa,Thu Dec 19 08:45:19 +0000 2019,77,United Arab Emirates,Android,False,
1303,Bank of England refers hacking of press conferences to FCA https://t.co/NL4NFsmItG via @circleboom,InsightsCeo,Thu Dec 19 08:45:20 +0000 2019,98,"Washington, DC",-,False,
1304,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",hi37218637,Thu Dec 19 08:45:22 +0000 2019,140,,Android,True,
1305,"RT @JoinInst: CTIN_Global: RT securityaffairs ""#Dacls #RAT, the first #Lazarus #malware that targets #Linux devices
https://t.co/MXsTR0VHwc…",LlnuxBot,Thu Dec 19 08:45:22 +0000 2019,140,Raspberry Pi,Bot,True,
1306,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",KhalidAbe1,Thu Dec 19 08:45:22 +0000 2019,140,,iPhone,True,
1307,"Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private text messages unwarranted from an iPhone they had seized from him. He also accuses that now the police are assisted by “state-sponsored hacking”. #HongKongProtests https://t.co/k5RuyvVm2d",ezracheungtoto,Thu Dec 19 08:45:23 +0000 2019,304,Hong Kong,Mobile device,False,
1308,"RT @thecybermentor: (10/?) Once you're getting comfortable, it's time to start rounding yourself out.  To be a good pentester, your skillse…",KAS_stoner,Thu Dec 19 08:45:31 +0000 2019,140,,iPhone,True,
1309,"RT @JoinInst: CTIN_Global: RT securityaffairs ""#Dacls #RAT, the first #Lazarus #malware that targets #Linux devices
https://t.co/MXsTR0VHwc…",LlnuxBot,Thu Dec 19 08:45:32 +0000 2019,140,Raspberry Pi,Bot,True,
1310,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",geniebreadjin,Thu Dec 19 08:45:44 +0000 2019,140,,Android,True,
1311,"RT @vespertilioAJR: A White House source has actually just said this:

""Hillary Clinton purposely lost the election with the aid of Russian…",OKYouCanTellMe,Thu Dec 19 08:45:52 +0000 2019,140,Virginia,Mobile device,True,
1312,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",hkwuliff,Thu Dec 19 08:45:54 +0000 2019,140,,-,True,
1313,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",chermainelee22,Thu Dec 19 08:46:01 +0000 2019,140,Hong Kong,Mobile device,True,
1314,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",tsato_scrapbook,Thu Dec 19 08:46:08 +0000 2019,140,,iPad,True,
1315,"@PUBGMOBILE I never used any tool also never used hacking and never played with hacker i always play with random .Still i got 10 year ban this is unfair. ban hackers not genuine players .
Give my account back asap .
My character id: 578324254",ShiwaniAshish,Thu Dec 19 08:46:15 +0000 2019,242,,iPhone,False,PUBGMOBILE
1316,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",SimonLuk12,Thu Dec 19 08:46:17 +0000 2019,140,Hong Kong,Mobile device,True,
1317,@gyIIenhoIe @bellahadid they hacking u gurl,latinxtwink23,Thu Dec 19 08:46:22 +0000 2019,43,bay area,iPhone,False,gyIIenhoIe
1318,"RT @Midhunryann: #bugbounty
#infosec
#hacking
#swag
#infosecurity
Thanks for this... ❤️😎 https://t.co/nK7NJ3R4Fu",KalemaChris,Thu Dec 19 08:46:26 +0000 2019,112,"Kampala, Uganda ",-,True,
1319,A/B Testing the Force vs Dark Side. Growth hacking my way to the top,preetster,Thu Dec 19 08:46:31 +0000 2019,68,San Francisco,iPhone,False,
1320,Haskdkss the obsession 🤧,euniceindaeyooo,Thu Dec 19 08:46:40 +0000 2019,24,South Club,iPhone,False,
1321,"RT @GeorgWebb: Ok Luke, now you have waited for the President to be impeached before showing us the Awan DNC hacking memos. How long are yo…",McgrealPatricia,Thu Dec 19 08:46:43 +0000 2019,140,"New South Wales, Australia",iPad,True,
1322,Operation Wocao: Shining a light on one of China’s hidden hacking groups &gt;&gt; https://t.co/0xRQB9vGAt,c0rr0s10n,Thu Dec 19 08:46:45 +0000 2019,105,/srv/*,Mobile device,False,
1323,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",Zhuxudong5,Thu Dec 19 08:46:46 +0000 2019,140,,Android,True,
1324,A Chinese hacking group thought to be dormant has been quietly targeting global companies for the last two years https://t.co/K7m7VdQZ4C,nokiathings,Thu Dec 19 08:46:48 +0000 2019,136,,Web,False,
1325,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",ptreporter,Thu Dec 19 08:47:02 +0000 2019,140,Hong Kong,Mobile device,True,
1326,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",barbas5588,Thu Dec 19 08:47:03 +0000 2019,140,"Oceano, CA",Android,True,
1327,"RT @iC0dE_: iC0dE PUBLISHING SCHEDULE: DECEMBER

Publication Date: 26th and 31st

https://t.co/85462tzhCN

#programming #coding #hacking #p…",iC0dE_,Thu Dec 19 08:47:10 +0000 2019,140,,Mobile device,True,
1328,"RT @iC0dE_: iC0dE DECEMBER NEWSLETTER Coming Very Soon --&gt; SUBSCRIBE HERE: https://t.co/QCfa2kLQTN

#programming #coding #hacking #programm…",iC0dE_,Thu Dec 19 08:47:12 +0000 2019,143,,Mobile device,True,
1329,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",kl_celly,Thu Dec 19 08:47:14 +0000 2019,140,Canada,Mobile device,True,
1330,"RT @iC0dE_: iC0dE PUBLISHING SCHEDULE: DECEMBER

Publication Date: 26th and 31st

https://t.co/85462tzhCN

#programming #coding #hacking #p…",Taieb_Bot,Thu Dec 19 08:47:14 +0000 2019,140,Raspberry PI,-,True,
1331,"RT @MuellerSheWrote: When we joked about this, we were unwittingly not joking. https://t.co/5QUIvW29AY",Katcam1066,Thu Dec 19 08:47:15 +0000 2019,102,the Great Northwest,iPhone,True,
1332,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",mcclblq111,Thu Dec 19 08:47:16 +0000 2019,140,,iPhone,True,
1333,"Chinese Hacking Group, Quiet for Years, Resumes Global Attacks https://t.co/w6I2HvhJ1s",nokiathings,Thu Dec 19 08:47:24 +0000 2019,86,,Web,False,
1334,"RT @Cajsa: Who says everything Trump touches dies? These WH people aren't brain dead, not at all. https://t.co/SqN4h1UgCx",SallyAlbright,Thu Dec 19 08:47:28 +0000 2019,121,"District of Columbia, USA",Mobile device,True,
1335,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",SaboTheHunter,Thu Dec 19 08:47:33 +0000 2019,140,"London, England",Android,True,
1336,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",Stephen_L_St,Thu Dec 19 08:47:50 +0000 2019,140,Hong Kong,iPhone,True,
1337,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",gatnash,Thu Dec 19 08:47:52 +0000 2019,140,"Nottingham, England",Android,True,
1338,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",octoberforth,Thu Dec 19 08:47:55 +0000 2019,140,,iPhone,True,
1339,A Chinese hacking group thought to be dormant has been quietly targeting global companies for the last two years https://t.co/K7m7VdQZ4C,nokiathings,Thu Dec 19 08:47:57 +0000 2019,136,,Web,False,
1340,"Bank of England refers hacking of press conferences to FCA via @FT
 https://t.co/a3R0t50ZoX",OssieFikret,Thu Dec 19 08:48:00 +0000 2019,91,"London, England",iPhone,False,
1341,"RT @iC0dE_: iC0dE DECEMBER NEWSLETTER Coming Very Soon --&gt; SUBSCRIBE HERE: https://t.co/QCfa2kLQTN

#programming #coding #hacking #programm…",iankiku,Thu Dec 19 08:48:00 +0000 2019,143,"Houston, TX",Bot,True,
1342,"RT @iC0dE_: iC0dE PUBLISHING SCHEDULE: DECEMBER

Publication Date: 26th and 31st

https://t.co/85462tzhCN

#programming #coding #hacking #p…",iankiku,Thu Dec 19 08:48:00 +0000 2019,140,"Houston, TX",Bot,True,
1343,"RT @iC0dE_: iC0dE PUBLISHING SCHEDULE: DECEMBER

Publication Date: 26th and 31st

https://t.co/85462tzhCN

#programming #coding #hacking #p…",_reactdev,Thu Dec 19 08:48:02 +0000 2019,140,Everywhere,-,True,
1344,"RT @iC0dE_: iC0dE DECEMBER NEWSLETTER Coming Very Soon --&gt; SUBSCRIBE HERE: https://t.co/QCfa2kLQTN

#programming #coding #hacking #programm…",_reactdev,Thu Dec 19 08:48:02 +0000 2019,143,Everywhere,-,True,
1345,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",john__pemberton,Thu Dec 19 08:48:05 +0000 2019,140,Napoli,iPhone,True,
1346,"RT @Sonic_Hedgeblog: Tails smashes Honey, from the arcade version of ‘Fighting Vipers’, accessed via hacking. https://t.co/MREGKagYeP https…",GibsonFreak49,Thu Dec 19 08:48:13 +0000 2019,140,The West Coast,Mobile device,True,
1347,"RT @iC0dE_: iC0dE DECEMBER NEWSLETTER Coming Very Soon --&gt; SUBSCRIBE HERE: https://t.co/QCfa2kLQTN

#programming #coding #hacking #programm…",ImNickHuber,Thu Dec 19 08:48:14 +0000 2019,143,Florida,-,True,
1348,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",lmnysf,Thu Dec 19 08:48:17 +0000 2019,140,,iPhone,True,
1349,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",mi281368755,Thu Dec 19 08:48:19 +0000 2019,140,,Mobile device,True,
1350,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",lxxxtxx,Thu Dec 19 08:48:23 +0000 2019,140,,iPhone,True,
1351,We are proud to mention that Inveteck Global is now a partner of the HACKRA Conference powered by HackTheBox. Come witness the art of hacking. Location: Kofi Annan ICT bear Parliment house from 9am to 4pm. https://t.co/QSmLHGSq1X,inveteck,Thu Dec 19 08:48:45 +0000 2019,229,,iPhone,False,
1352,"RT @TheJusticeDept: Member of ""The Dark Overlord"" Hacking Group Extradited From United Kingdom to Face Charges in St. Louis https://t.co/La…",ErturLevent,Thu Dec 19 08:48:46 +0000 2019,140,TURKEY ,Mobile device,True,
1353,Can you do a thread like this for physical Pentester. Social Engineering.,KAS_stoner,Thu Dec 19 08:48:49 +0000 2019,73,,iPhone,False,
1354,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",DauDing2009,Thu Dec 19 08:48:50 +0000 2019,140,香港,Android,True,
1355,"RT @thecybermentor: (1/?) How to become an ethical hacker, without spending a dollar.  A short novel:

If you're new to the field of ethica…",KAS_stoner,Thu Dec 19 08:48:52 +0000 2019,140,,iPhone,True,
1356,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",kyok88045668,Thu Dec 19 08:48:54 +0000 2019,140,,Android,True,
1357,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",kevinluikf,Thu Dec 19 08:48:57 +0000 2019,140,Hong Kong,iPhone,True,
1358,"RT @campuscodi: Member of 'The Dark Overlord' hacking group extradited to the US

&gt; Suspect is Nathan Wyatt, 39, from the UK
&gt; He's the 2nd…",ohmygord_,Thu Dec 19 08:49:00 +0000 2019,146,,Android,True,
1359,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",NeilMcMahon,Thu Dec 19 08:49:03 +0000 2019,140,Melbourne,Mobile device,True,
1360,"RT @LeapsByBayer: Hacking Humans with Jamie Metzl, Max Tegmark and Elaine Grunewald explores how powerful #biotech must accelerate safely i…",PGruite,Thu Dec 19 08:49:20 +0000 2019,140,The Netherlands (Amsterdam),Android,True,
1361,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",emotion_att,Thu Dec 19 08:49:23 +0000 2019,140,,Android,True,
1362,"@gsebastinraja Posted... 
https://t.co/qJRhk9XeKE",GROWTHHACKERCOL,Thu Dec 19 08:49:28 +0000 2019,49,Colombia,-,False,gsebastinraja
1363,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",reddishraven,Thu Dec 19 08:49:28 +0000 2019,140,Melbourne,Android,True,
1364,"RT @lokmantsui: it's possible the hong kong police used something similar to the ""graykey""

https://t.co/adUXxI7bbx",manichanml1,Thu Dec 19 08:49:28 +0000 2019,115,Hong Kong,iPhone,True,
1365,"@yourXss Posted... 
https://t.co/Jrj9xl3UHS",GROWTHHACKERCOL,Thu Dec 19 08:49:29 +0000 2019,43,Colombia,-,False,yourXss
1366,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",cheeriochillo,Thu Dec 19 08:49:29 +0000 2019,140,,iPhone,True,
1367,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",HK_rtang,Thu Dec 19 08:49:33 +0000 2019,140,Interesting times ,iPhone,True,
1368,"RT @securityaffairs: #Gangnam Industrial Style #APT campaign targets industrial firms worldwide
https://t.co/V3dviRirD9
#securityaffairs #h…",bigalbulescu,Thu Dec 19 08:49:42 +0000 2019,140,Bucharest/ London,Mobile device,True,
1369,RT @trivmon: @jinpathy All that hacking and still not realised that their faves hate each other,cattaepillar,Thu Dec 19 08:49:43 +0000 2019,95,,iPhone,True,
1370,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",CoalhadaTM,Thu Dec 19 08:49:48 +0000 2019,140,Hong Kong 香港,Mobile device,True,
1371,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",Portello16,Thu Dec 19 08:49:51 +0000 2019,140,,Android,True,
1372,"RT @ezracheungtoto: Pro-democracy @joshuawongcf says on his Facebook page that in a court case against him, the police extracted private te…",WStrohmacher,Thu Dec 19 08:49:51 +0000 2019,140,,Mobile device,True,
1373,"RT @joshuawongcf: 3/ Since such functions can't be found on ordinary user interface, that can only be possible with the help of state-spons…",HkPhilip,Thu Dec 19 08:50:00 +0000 2019,140,,Mobile device,True,
1374,"RT @Midhunryann: #bugbounty
#infosec
#hacking
#swag
#infosecurity
Thanks for this... ❤️😎 https://t.co/nK7NJ3R4Fu",yourXss,Thu Dec 19 08:50:00 +0000 2019,112,,-,True,
